,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
349,Fleet Optimization Data Analyst (Solar + Storage),"$82k-$116k
(Glassdoor Est.)","About Stem

Stem is the global leader in AI-driven energy storage. With more than 800 systems on-line or being installed in 75 jurisdictions across six states and three countries, and a groundbreaking contract with Southern California Edison to deliver 85MW of grid stabilizing capacity and customer-sited energy storage, Stem has more experience installing and operating advanced energy storage systems than every other provider combined.

By pairing energy storage with Artificial Intelligence (AI), Stem helps building operators and energy managers lower energy costs automatically while supporting a modernized, sustainable electric grid. Stem’s Athena, the first AI for energy storage, lets you buy electricity when it’s affordable and use it later when it’s suddenly more expensive. Athena links facilities into a powerful network that can instantly form virtual power plants that allow you to earn demand response revenue and participate in other grid modernization opportunities as soon as they arise.

With Stem’s energy services agreement, customers receive guaranteed savings immediately without having to pay anything upfront. Stem manages the installation, operation, remote monitoring and maintenance. Systems are designed for safe, seamless integration into a facility.

Headquartered in Millbrae, California, Stem is funded by a consortium of leading investors including the Ontario Teachers’ Pension Plan, Activate Capital, Temesek, Iberdrola, GE Ventures, Constellation Technology Ventures, Angeleno Group, RWE, Total Energy Ventures, Mithril, and Mitsui & Co., Ltd. The breadth and depth of Stem’s resources and capabilities are unmatched in the industry.

Stem, Inc. is an equal opportunity employer committed to diversity in the workplace and does not discriminate against any employee or applicant for employment because of race, color, sex, pregnancy, religion, national origin, ethnicity, citizenship, sexual orientation, gender identity, age, marital status, disability, genetic information, military status, protected veteran status or any other factor protected by applicable federal, state or local laws. Stem, Inc. complies with all applicable state, federal and local laws, regulations and ordinances prohibiting discrimination in places where we operate.

Job Description

Looking for a Fleet Optimization Analyst to join and support our Network Operations Center (NOC) team. As a Fleet Optimization Analyst, you will have the opportunity to work with a stellar team building bleeding edge technologies in Artificial Intelligence, IOT Networking and Energy Storage to revolutionize the grid. An ideal candidate loves mining, analyzing, and utilizing data to influence real business outcomes.

How you will help us achieve our mission:
Mine and analyze data from relational databases to drive fleet optimization and improvement of product development and business strategies.
Create and automate the generation of reports and dashboards that provide visibility into the status of key performance metrics.
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize product performance, revenue generation, and other business outcomes.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Required Skills
BS or MS in Applied Mathematics, Computer Science, Engineering or related field
2+ years of experience in data analytics, data cleaning, building user friendly dashboards, and insight generation
Knowledge and practical experience using statistical techniques and methods, including regression, properties of distributions, statistical tests, and proper usage.
Proven history of finding valuable insights from large, complex sets of data
Excellent written and verbal communication skills for coordinating across teams.
Aptitude to quickly learn new systems/technical applications.
Self-motivated, detail-oriented personality, demanding high quality performance from self and colleagues
Proficient with distributed data/computing tools, such as Map/Reduce, Hadoop, Hive, Spark, AWS Athena, MySQL, etc.
Proficient in using statistical computer languages (R, Python, etc.) to manipulate data
Experience visualizing/presenting data for stakeholders using: Tableau, JMP, plotly, ggplot, etc.
Required Experience
Experience working with Renewable Energy or the Utility Industry.
Familiarity with Atlassian Suite (i.e. JIRA, Confluence, Bitbucket)
Relevant experience analyzing fleet or asset performance.
Job Location
Millbrae, US-CA",3.3,"Stem Inc
3.3","Millbrae, CA",-1,51 to 200 Employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),-1
350,Senior Data Analyst,"$91k-$111k
(Glassdoor Est.)","About Us:

PlayQ is a rapidly growing global entertainment and technology company delivering high-quality mobile titles and innovative game development solutions to a worldwide audience. Our games have been downloaded more than 60 million times across the globe, with millions of users playing every day!

Our dedicated teams, based in downtown Santa Monica, CA, work together to craft the clever, visually stunning, and unforgettable experiences that our players love. Our emphasis on individual leadership means each team member has the opportunity to make a big impact, while our commitment to creative freedom gives them the ability to create whatever they can imagine.

It's this mindset that has led us to develop our own IP, infuse games with rich storytelling, build our own development tools, and solve the deepest technical challenges - all in the name of disrupting the mobile gaming landscape.

Job Overview:

PlayQ is looking for a Senior Data Analyst to spearhead analyses and provide meaningful insights into player behavior and engagement. The Senior Data Analyst will leverage billions of data points from our games to build dashboards, answer key business questions, and tell compelling stories. This person will conduct in-depth analyses of our data, report on key game metrics, and provide recommendations that will have a direct impact in shaping future game development and company initiatives. The ideal candidate is a highly quantitative, out of the box thinker who loves working with and analyzing data.

Responsibilities:
Evaluate the overall performance of games and present actionable insights to various stakeholders
Partner with multiple teams across the company including product, design, marketing and engineering to define KPIs and present actionable strategies to help optimize existing and new games
Lead in-depth analyses to provide answers to specific business questions and acquire a deep understanding of player behavior by performing player lifecycle analyses including LTV, cohort, churn & segmentation
Design and document tracking specifications for core KPIs, feature additions, experimentation, and user acquisition campaigns and ensure high data quality related to data tracking and reporting
Assist with the development of new tools and processes for data analysis across the company
Create thoughtful and compelling dashboards to monitor KPIs and performance for our current and future game titles
Requirements:
BA/BS degree in Math, Statistics, or other quantitative field (MS/PhD a big plus)
5+ years of relevant work experience in analytics & data science fields - preferably in a technology or gaming company
Proven experience in conducting customer lifecycle analyses such as LTV, churn & segmentation
Proven expertise in working on optimization initiatives such as controlled experiments & AB/multivariate testing, including hypotheses creation, experiment design and power analysis
Excellent communication & presentation skills and demonstrated ability in influencing multiple stakeholders with insights derived from data
Strong expertise in SQL and querying large, complex data sets on MPP platforms (Snowflake, Redshift, BigQuery)
Strong expertise in manipulating data using Python or R
Experienced with Tableau, Looker, Power BI or BI/visualization tools
Experienced in performing statistical inference & hypothesis testing and in use of statistical tools/libraries
Bonus Points:
Expertise in Bayesian statistics
Experienced in building and evaluating statistical, machine & deep learning predictive models
Perks:
Competitive compensation and equity options
Comprehensive medical, dental, vision, life and long term disability insurance
Flexible time off
401K plan with company match
Stocked kitchen with free snacks and beverages of your choice
Catered weekly team lunches
Brand new penthouse office space equipped with outdoor patios offering beachfront views
Monthly team outings and volunteer opportunities
Help build and support awesome GAMES. For a living! Who doesn't love games?
Interested? Please get in touch!",4.7,"PlayQ
4.7","Santa Monica, CA",-1,51 to 200 Employees,2007,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
351,Senior Health Data Analyst,-1,"We’re looking for a product-minded data analyst with experience working with healthcare data to improve how we use and interpret our extensive healthcare dataset to power Amino’s products.

As a member of the data analysis team, you work with a cross-functional group of data scientists, engineers, and product managers to develop the analyses and algorithms that power all of Amino’s products. You will have the opportunity to dive deep into our data to discover insights to improve our product offering as well as create new products.

Impact you will have:
You’ll develop insights that will make it possible for users to navigate the healthcare system with ease and confidence.
You’ll build products that will improve healthcare accessibility and affordability.
You’ll influence the fundamentals of how we model and use health-related data used by teams across the company.
What you will do:


Develop new data products such as procedure cost comparisons, physician experience profiles, and safety scores from initial inception to business impact while working in a cross functional team.
Collaborate with a data-focused Product Manager to identify, evaluate, and execute on the highest-impact ways that we can improve the coverage and accuracy of our data products.
Connect the dots across providers, payers, and patients to refine the conceptual models for how Amino represents real-world claims and provider concepts in our data.
Develop and refine product analytics that clearly demonstrate the benefit our product provides our customers.
Work closely with the engineering team to define new entities, relationships, and insights.
Act as a domain leader to mentor your colleagues about the contents and structure of health data.
Skills and experience you possess:


You have deep knowledge of and prior experience working with healthcare data, such as claims or provider databases. (Bonus: You are familiar with provider contracts, claim adjudications/processing, or managed care.)
You are comfortable writing clean, well-validated code in SQL, and are familiar with modern programming environments. (Bonus: Python a nice to have.)
You are comfortable reading and gaining insights from third-party health research papers.
You have a working understanding of statistics and predictive modeling, and have used these skills professionally.
You have strong analytical abilities and experience exploring and gaining mastery over unfamiliar datasets.
You value and practice collaboration and feedback. You question and seek feedback on your own work and opinions.
Your documentation and verbal communication skills are excellent. You can communicate domain-specific knowledge in clear terms to your peers as well as across teams.

About us


We are a small team who believes that success is a group activity. You should expect to learn from everyone at Amino, and be excited to share your knowledge. You will play a big part in influencing the shape of the product and the technology we use, and will be empowered to make technical decisions and trade-off calls between scrappy ship-it pragmatism and the long-term maintainability of your code.

We believe in collaboration, respect, and curiosity. We believe in having a growth mindset, and have a passion for solving problems that have never been faced before. Everyone’s input is valued, be it about code, data models, business models, or product ideas.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We know the reputation and track record that the tech industry has, and work hard to be exceptional in this regard.

Want to learn more?
Take a peek into our talent culture and recruiting process.
Read note from our CTO on the people-centric processes we have adopted.
Check to see if you know an Amino teammate on LinkedIn.
To get a sampling of the sort of data and analyses we work with, check out some of our data storytelling:
How we put a Price Tag on Hospitals
And, for fun: Strange (yet surprisingly common) holiday injuries, according to medical billing codes",4.4,"Amino
4.4","San Francisco, CA",-1,1 to 50 Employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
352,#105711 Data Science Analyst,"$67k-$110k
(Glassdoor Est.)","This is a UC San Diego internal recruitment open to UCSD and UCSD Health System staff only.

UCSD Layoff from Career Appointment: Apply by 09/11/20 for consideration with preference for rehire. All layoff applicants should contact their Employment Advisor.

Special Selection Applicants: Apply by 09/16/20. Eligible Special Selection clients should contact their Disability Counselor for assistance.

DESCRIPTION


Reporting to the Director of Business Analytics & Fiscal Affairs within the Department of Medicine Business Office Business Analytics team, incumbent is responsible for development, implementation, and monitoring of the departmental financial and operational data-science systems and resources in the areas of academic and clinical operations, teaching, and research. Incumbent leverages modern data science techniques to mine disparate datasets, create statistical forecast models, and present data and results as actionable information.

In addition to other responsibilities as necessary and identified or assigned, the incumbent will execute DOM systems development and administration; financial and operational analytics, reporting, automated financial controls, data analytics processes, and data management. Incumbent must successfully collaborate with departmental leadership, division chiefs and administrators, program directors, and campus leaders, to ensure project goals and objectives are achieved through initiative and expertise. Incumbent will implement development of the financial, operational, and business analytics, reporting structure, and provide associated training to personnel.

This is a specialized position that has the responsibility for serving DOM regarding assisting with complex analytical issues and topics:
Complete projects accepted from a diverse range of personnel, acting as a positive and contributing team member with strong professional commitment
Act in a professional capacity possessing a high level of knowledge.
Apply expertise to address and evaluate significant business needs, challenges, and complex issues to ultimately provide and implement recommended solutions.
Provide for information requests by ensuring conversion of data to actionable information through application of data mining and statistical analyses sufficient to provide forecasts and recommendations to leadership, staff, and faculty.
Actively adhere to strategy and participate in development and maintenance of data and business analytics systems through ETL leveraging common programming languages, such as SQL/T-SQL, C#, VBA, Python, and/or SAS/R Script, as well as modern big-data systems including Hadoop.

MINIMUM QUALIFICATIONS
Bachelor's degree in related area and/or equivalent experience/training.
A minimum of two (2+) or more years of data analysis experience.
Working knowledge of business intelligence functions and analytics. Must have the ability to identify issues; analyze data; develop, recommend, and implement, solutions. Ability to code T-SQL through database management system or other IDE. Working ability to read and write several software programming languages, such as SQL/T-SQL, SAS, R Script, C#, Python, and/or VBA.
Working knowledge of relevant internal databases, BI applications and tools. Ability to produce reports and documentation. Experienced developing ETL layer and building, programming, and maintaining, databases and data warehouses. Knowledge of relevant internal databases, BI applications and tools.
Proficient in all MS Office applications (Word, Excel, and PowerPoint, Access), BI/database applications and reporting tools. Knowledge of systems administration and software installation details of microcomputer desktop and server Operating systems such as Windows.
Ability to produce high-quality reports and documentation. Ability with knowledge to utilize SQL and SQL Server databases; Tableau, Microsoft Excel, and other reporting software to analyze data and design and generate reports at an advanced level; and statistical analysis software, such as SAS and/or R/RStudio.
Excellent mathematical skills, knowledge of database management systems with strong emphasis on Excel, Access, and SQL.
Proven analytical and problem-resolution skills. Analytic ability and judgment from a business perspective in financial, operational, technical, and other fields, to develop cost-effective recommendations on financial, operational, process, and internal-control issues.
Superb written and verbal communication skills with the ability to convey complex information in a clear, concise manner. Ability to clearly and concisely convey technical information, both written and verbal, to a broad audience.
Strong interpersonal skills for effective collaboration with professional and technical staff. Ability to interact with diverse populations. Adept at presenting opportunities and information in a tactful and diplomatic manner, with consistency in exercising independent judgment and discretion in matters of significance.
Ability to train staff at a variety of technical skill levels. Ability to work effectively with personnel on operational and analytics issues. Ability to build relationships and mentor other personnel. Acts as a positive and contributing team player with strong professional commitment.
Proven ability to analyze, interpret and apply principles, practices and techniques for a large, multi-discipline academic/research organization. Analytical and problem-solving skills, with the ability to analyze situations, define problems, formulate logical conclusions, recognize alternatives, and recommendations.
Ability to utilize statistical methodologies in order to analyze complex and diverse computer generated data to aid in strategic planning and dissemination of information on business processes. Awareness of external databases in the community and professional databases supported by clinical subspecialties and research organizations.
Demonstrated experience with and knowledge of data visualization techniques and theory, including development of business dashboards through standard applications such as Tableau.
SPECIAL CONDITIONS
Employment is subject to a criminal background check.
Occasional evenings and weekends may be required.",4.2,"UC San Diego
4.2","San Diego, CA",-1,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
353,Marketing Specialist & Data Analyst,-1,"Heritage Community Credit Union has an opening for an experienced MARKETING SPECIALIST & DATA ANALYST to join Our Winning Team. Candidate will be responsible for developing and delivering digital marketing strategies and tactics designed to meet the organization goals. Manage the MCIF software and other applicable systems by leveraging data to support internal departments and management with continual market research, reports and profitability analysis. Ensure all digital marketing and websites are accurate and up to date.

Candidate must be able to work independently and at a fast pace, be highly organized, able to multi-task, and meet demanding deadlines.

If you are an individual that possesses that can-do approach, a collaborative spirit and is willing to go the extra mile for our members; we would love to hear from you.

Please apply and provide your resume if you are interested in this opportunity with great benefits (Medical, Dental, Vision, Life, plus many more) & 401(k). For more information about our credit union, see www.heritageccu.com. EOE.",2.3,"Heritage Community Credit Union
2.3","Sacramento, CA",-1,51 to 200 Employees,-1,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 million (USD),-1
354,"Customer Data Analyst, Expert","$84k-$145k
(Glassdoor Est.)","Requisition ID # 43120

Job Category : Information Technology

Job Level : Individual Contributor

Business Unit: Customer Care

Job Location : San Francisco

Department Overview

In Customer Care, we are focused on delivering the desired customer experience for each of our customers. Everything we do starts with the customer and our information about the customer. Within Customer Care, PG&E’s Customer Energy Solutions department (CES) is responsible for designing, implementing and administering customer demand side management programs, including energy efficiency, distributed generation, demand response, and rate programs that help PG&E customers in Northern and Central California manage the energy use of their homes and businesses. PG&E has been a national leader in energy efficiency since 1976 and continues to recruit and develop individuals to carry the CES Department’s legacy of effective energy efficiency programs on into the future.

Within Income Qualified Program and Disadvantaged Communities department, the Energy Savings Assistance (ESA) Program helps income-qualified residential customers throughout PG&E’s service territory reduce energy consumption and costs while increasing their health, comfort, and safety. Qualified customers receive no-cost home weatherization, energy efficient appliances, and energy education services. Through this state-mandated program, PG&E has helped customers save over $54 million on their energy bills since 1983.

Position Summary

The Expert Customer Data Analyst will have an opportunity to work alongside with colleagues who possess diverse perspectives who are committed and passionate about customer advocacy. This individual will evaluate the effectiveness of our data, and recommend improvements in data system, regulatory reporting, business processes and procedures. This position may also be involved in special projects. This requires a resilient self-starter who can adapt in a rapidly changing environment. Additionally, this individual should possess strong analytical & problem-solving skills, system understanding and regulatory reporting. The successful candidate will be responsible for research, data quality & analysis and reporting in support of business decision making, business strategy, business operations and data request while demonstrating the ability to work comfortably with stakeholders at all levels of the organization.

Responsibilities
Manage and cultivate strong vendor relationships by facilitating recurring business reviews, compiling and evaluating monthly vendor performance metrics, benchmarking, and proactively exploring technologies that can be leveraged to enhance processes
Analyze trends/exceptions and provide recommendations
Liaise with other organizations and explore process improvement opportunities
Complete monthly and annually regulatory reporting
Assist with data requests
Data Analysis: Compiles and analyzes data. May develop and/or maintain data models for what-if analysis and for other business purposes.
Metrics and Reporting: Develops and tracks program metrics. Develops and maintains standard, custom and ad-hoc reports.
Forecasting: Develops forecasts.
Data Integrity: Researches data issues; collaborates across organizations and data systems to resolve data issues.

Qualifications

Minimum:
BA/BS Degree in Computer Science, Business, Accounting, or Marketing
Six years of related work experience

Desired:
Ability to write in SQL scripting
Knowledge of Teradata and CDW
Microsoft Access, Tableau, SAS, VBA or related
Understanding of root cause analysis and process improvement concepts, methods and techniques
Advanced Proficiency in Microsoft Office, Project, Visio
Effective oral and written communication skills
Advanced skills in Microsoft Excel and a love of excel modeling
Knowledge of different analytical methods, approaches and tactics
Energy Insights (EI) knowledge, including developing reports
CDW
NEBs (Non-Energy Benefits Tool)
CET (Cost Effective Tool)
Familiar with Utilities, Operations, and Energy Efficiency Programs",3.5,"Pacific Gas and Electric
3.5","San Francisco, CA",-1,10000+ Employees,1905,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
355,Quality Assurance Data Analyst - 1-2+ Medical Device/Aerospace Exp.,-1,"JOB SUMMARY:

Responsible for data research, collection, creation of reports and publication of metrics and trending to capture pulse of operational business from databases and ERP system. Report on Key Performance Indicators for Operational Quality.

JOB DUTIES:

Use of computer systems to collect, extrapolate, organize, research and interpret data.
Execute simple mathematical models, quantitative data analysis, charting, measure results and show key trends.
Maintain ongoing reporting to publish pulse of business.
Create meaningful presentations and analyses utilizing charts and trends
Write and interpret SQL queries for standard and ad hoc data analysis purposes.
Design and build automated reporting dashboards with data visualization.
Develop desk top instructions for data processing and transactions.
Recommend ways to improve data reliability, efficiency, quality, collection.
Partner with internal stakeholders in operations, quality, engineering, finance and management.
Support validation activities for off the shelf software/programs/smart forms.
Subject matter expert for system data expertise.
Ensure all activities are within good manufacturing practices, policies, and procedures.
Other duties as assigned
ACCOUNTABILITIES:
Create custom reports from databases, ERP system or other data/information system repository on time and at designated intervals.
Create user desk top instructions to allow responsible process/system owners to run reports. Provide user training as needed.
Publish reports weekly, monthly, quarterly and annually on time.
Support field data trending and reporting for inputs into clinical data or other use/performance data as needed within the requested time.
Create and publish reports as needed.
Operate within all company policies, procedures and good documentation/manufacturing practices.
Seek to improve and make changes in procedures to related processes/systems to document best practices.
Sustain a safe work environment.
QUALIFICATION GUIDELINES:

Knowledge, Skills and Abilities:
SQL proficiency (human-readable syntax) to manage data within relational database management systems.
Excellent verbal and written communication skills to collaborate with cross functional partners
Ability to solve problems
Proficient to Expert level in Excel, PowerPoint, Access.
Self-starter, works independently and pro-actively.
Familiar with ERP (enterprise resource planning) systems such as Oracle, SAP, Made2Manage, etc.
Ability to define problems, collect data, establish facts and draw valid conclusions. Ability to interpret an extensive amount of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.
Education and Experience:

One or more years of experience as a data analyst or quality role capturing and reporting metrics/data. Must haven working knowledge of SQL and data systems such as access, excel, and other databases. Experience in regulated industry such as pharm, IVD, medical device or aerospace.

Interpersonal and Communication Skills:

Position requires regular contact both inside the company at all organizational levels in order to carry out company business. Involves considerable tact, discretion, and persuasion in order to obtain willing action and consent from stakeholders. Regular contacts include, but are not limited to, the company President, QARA, Production Management and Engineering. Contact with employees frequent.

Language Skills:

Must possess ability to read, write, speak, and comprehend the English language. Ability to read, analyze, and interpret data/reports and data collection systems. Ability to effectively present information and respond to questions from groups of managers, and employees.

Supervision Received:
Direct supervised by Director of Compliance. Indirect supervision by other management.

Physical Job Requirements:

Must be able to lift 25 lbs, sit at a desk for extended periods of time, walk without assistance and function within a typical office environment.

Job Type: Temporary

Schedule:
Monday to Friday
Application Question:
Must have medical or aerospace experience.
Work Location:
One location
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",2.5,"Pro-Dex
2.5","Irvine, CA",-1,51 to 200 Employees,1994,Company - Public,Health Care Products Manufacturing,Manufacturing,$10 to $25 million (USD),-1
356,"Senior Data Analyst, Product","$78k-$137k
(Glassdoor Est.)","Chime is the largest and fastest-growing player in the challenger-banking space, providing mobile and online banking technology in the U.S. on behalf of partner banks and facilitating over 10M accounts with no physical branches. We're a technology company relentlessly focused on helping our members achieve financial peace of mind. That's why we offer access to an award-winning bank account that doesn't charge a ton of traditional bank fees, can give members early access to their paychecks, and enables members to grow their savings automatically. And we're just getting started. We are proud of our mission, devoted to our members, and passionate about applying technology to the challenge of making financial health a reality for everyone.

We have one of the most experienced management teams in Fintech and have raised over $800M in funding from DST, General Atlantic, Iconiq, Coatue, Dragoneer, Menlo, Access, Forerunner, and others. If you're looking to join a fast-growing company with a beloved, daily-use product and an authentic mission that puts people first, we want to meet you.

About the Role

As a Senior Data Analyst you will be responsible for the success of a consumer product such as SpotMe, working cross-functionally with product, engineering, marketing, research, and design. You'll use data to develop insights, run experiments, and guide decision making with the goal of building products and features to delight and engage our members.

Responsibilities
Define key metrics used to measure the success of our products
Build a deeper understanding of user behaviors and identify the corresponding business opportunities for Chime
Partner with product, engineering, marketing, research, and design to translate your data insights into features
Lead experimentation by providing guidance on the experiments that should be run, how they should be run, and evaluating the impact on our key metrics
Foster a data-driven, test-and-learn culture with your passion for telling stories with data
Requirements
A quantitative degree in a field like Statistics, Economics, Mathematics, Operations Research or Engineering. Advanced degrees preferred.
3+ years of experience in analytics. B2C product analytics and FinTech experience preferred.
Strong SQL skills - familiarity with window functions would be a good sign.
Exposure to a scripting language like Python or R.
Experience building metric frameworks to understand user behaviors.
Experience with experimentation and statistical analysis used to guide decision making.
Excellent communication skills, a record of working cross-functionally to achieve results.
What we offer
Competitive salary based on experience, medical and dental benefits, as well as a 401k match.
Free snacks and drinks, plus weekly catered lunches (when back in office!).
Flexible vacation policy.
Monthly happy hours and company events.
A challenging and fulfilling opportunity to join one of the most experienced teams in FinTech and help create a completely new kind of banking service.
We know great work isn't done alone. We're building a team of individuals to Chime in with their different strengths to benefit our employees and members. We strongly believe that different backgrounds and ideas are a competitive advantage; we hire candidates of any race, color, ancestry, religion, sex, national origin, sexual orientation, gender identity, age, marital or family status, disability, Veteran status, and any other status. Chime is proud to be an Equal Opportunity Employer and will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance. If you have a disability or special need that requires accommodation, please let us know. To learn more about how Chime collects and uses your personal information during the application process, please see the Chime Applicant Privacy Notice.",4.8,"Chime
4.8","San Francisco, CA",-1,201 to 500 Employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1
357,"Data and Information Analyst, C/FS, Vacancy CL-42-21","$45k-$84k
(Glassdoor Est.)","Please apply online using EdJoin:
https://www.edjoin.org/Home/DistrictJobPosting/1324371

BASIC FUNCTION: Under the direction of a Coordinator, Supervisor, or senior level administrator, conduct a variety of analytical activities, analyze data, information, proposed legislation, policies and procedures for assigned program; and prepare and present reports.

EDUCATION & EXPERIENCE: Any combination equivalent to: Bachelor's degree in a related field and three years of successful experience in data and information analysis, development of program and written reports, and use of independent judgment.

ADDITIONAL DOCUMENTS: The following documents are not required at the time of application but will be required of the selected applicant prior to employment: Department of Justice Fingerprint clearance, Tuberculosis Skin Test clearance & Pre-Employment Physical/Drug Screen clearance will be required prior to employment. Must be at least 18 years of age.

Job Type: Part-time

Pay: $29.97 - $36.44 per hour

Schedule:
Monday to Friday
Typical start time:
8AM
Typical end time:
12PM",3.1,"Stanislaus County Office Of Education
3.1","Modesto, CA",-1,501 to 1000 Employees,-1,School / School District,Education Training Services,Education,$100 to $500 million (USD),-1
358,Data Governance- Product Analyst,-1,"We are retained to recruit Data Governance Analyst for one of the fastest growing Banks in Bay Area.
Location : Santa Clara, CA( Remote currently)
Position : contract
Requirements:
Implementation of Data catalog
Experienced in Data Governance
Collibra experience
Experience on EDC, Axon.
Had been in Analyst role
Create rules in data catalog
If you are interested please send me your updated resume to leena@zenaide. com or call @ 4086389386.
Job Type: Contract
Pay: $75.00 - $95.00 per hour
Schedule:
8 hour shift
Supplemental Pay:
Bonus pay
Experience:
Data Governance: 5 years (Required)
Work Remotely:
Temporarily due to COVID-19",5.0,"Zenaide
5.0","Santa Clara, CA",-1,1 to 50 Employees,-1,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),-1
359,Data Analyst with Marketing,-1,"Position: Marketing Data Analyst

Location: Santa Clara, CA.

Duration: Long Term Contract

Please find the Job description:



MUST HAVE SKILLS:

Marketing: Adobe Analytics, Marketo, Eloqua, Salesforce etc.

Data: SQL, PLSQL, Teradata, Oracle

Required:
Bachelor's Degree
5-10 years of relevant experience
Strong experience in the marketing domain and understanding the marketing attribution techniques
Strong experience in working with Marketo, Adobe Analytics, Salesforce, Eloqua, etc
Strong experience in understanding and building KPIs using Marketo, Adobe Analytics, Salesforce, Eloqua, etc
Understanding the process flow from campaign to customer
Understanding Lead Generation and Lead nurturing techniques
Strong hands-on experience in analyzing the data in Marketo, Adobe Analytics, Salesforce, Eloqua, etc
Strong hands-on experience in analyzing Campaign, Lead, Opportunity, Accounts, Contacts data
Understanding and implementing best practices of data visualization & data modeling
Strong database fundamentals and SQL, PLSQL. Teradata, SQ
If you are interested, please fill these details, and send your updated resume.",4.0,"Fisec Global
4.0","Santa Clara, CA",-1,1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
360,Master Data Analyst,-1,"Find with us a fantastic opportunity to immerse yourself in the business and learn more about the world of sparkling wine while working with our IT team.

At Chandon we focus on celebrating the diverse cultures that make up our team. Being part of a large corporate group like LVMH, we pride ourselves on creating a collective culture that is universal throughout your journey with us.

You will work closely with the business/IT teams to ensure alignment of master data rules and the operations of the application meet all requirements.

Responsibilities Include:
Identify areas for data quality improvements and help to resolve data quality problems through the appropriate choice of error detection and correction, process control and improvement, or process design strategies.
Ensure quality of master data in key systems, as well as, development and documentation of processes with other functional business/IT owners to support ongoing maintenance and data integrity.
Educate users on master data processes and business rules.
Conduct data cleaning (SKU, Pricing, Bill of Material, Routing etc) to rid the system of old, unused data, or duplicate data for better management and quicker access
Run ad hoc and scheduled reports to audit data integrity in the respective systems
Extract reports such as BOM etc for both internal and external customers as required
Requirements
Undergraduate degree in Operations, Finance or Accounting preferred
English required, working knowledge of French or Spanish a plus
Strong experience with SAP, ERP systems required
Strong knowledge of supply chain, logistics, accounting, controlling, and business process concepts
Capacity for understanding business users goals and strategies
Highly organized individual who can work with limited direction, set priorities, and work independently as well as within a team setting.
SAP and COGNOS experience a must.
Working knowledge of APO a plus.
Strong PC skills, specifically advanced excel skills.
Excellent analytical, interpersonal and communication skills required.
Benefits
Health Care Plan (Medical, Dental & Vision)
Retirement and Pension Plan
Life Insurance
Paid Time Off
Short Term & Long Term Disability
Family Leave
Training & Development
Wellness Resources (Gym reimbursement)
Wine allocation and discounts
LVMH exclusive benefits",3.9,"Domaine Chandon
3.9","Yountville, CA",-1,51 to 200 Employees,1974,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$25 to $50 million (USD),-1
361,Content Data Analyst,-1,"WEBTOON is a digital entertainment service with over 65 million unique monthly readers. The Content Department is looking for a Content Data Analyst to join WEBTOONs Los Angeles headquarters. The Content Department is responsible for sourcing, developing and delivering the Originals program on WEBTOON. The Content Data Analyst, reporting directly to the Head of Content, will be responsible for analyzing and presenting readership data on a regular basis.

Responsibilities:
Analyze the audience segment and cohorts to identify new programming needs
Perform in-depth series analysis to help creative team track audience retention and engagement
Conduct thoughtful, data-driven analysis of key performance indicators to determine areas for optimization and improvement in content development
Create insightful presentations that summarize analysis to influence decision-making in Content Planning
Conduct ongoing analysis of industry trends to develop deep understanding of competitive threats and opportunities
Requirements:
Regularly reads series on WEBTOON
2-4 years of experience in Data Analysis
Familiarity with MySQL
Solid understanding of data structure
Must be an effective communicator
Experience in processing and analyzing large data
Proficient in Javascript, Java, Python, C++, or an equivalent programming language
Benefits:
Competitive PPO Medical, Dental, and Vision Insurance Package
401K
PTO & Holiday Pay
Cell Phone Subsidy
Wellness Reimbursement
Other Perks",-1,WEBTOON Entertainment,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1
