,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
90,Senior Infrastructure Software Engineer,"$82k-$160k
(Glassdoor Est.)","Brain Corp is a San Diego-based AI company creating transformative core technology for the robotics industry. Our diverse engineering teams in Software, Hardware Design, and Embedded Systems are creating comprehensive solutions to support the builders of today's autonomous machines in successfully producing, deploying, and supporting commercial robots across industries and applications. Brain Corp is funded by the SoftBank Vision Fund and Qualcomm Ventures. For more information please visit: https://www.braincorp.com/

Position Summary:

As a member of the Software Engineering team, the Senior Infrastructure Software Engineer is responsible for building software systems for our commercial products. As an infrastructure engineer, you will work to build the systems that connect our robots, keep them running smoothly, and gather data from them to feed development, operations, and reporting. You will work with a growing team of talented engineers using modern tools and processes to rapidly deliver software to the cloud. Within the team, you will specialize in cloud infrastructure design and automation.

Duties and Responsibilities:
Develops enhanced production monitoring and additional capabilities
Defines improvements to increase system reliability and performance
Coordinates problem resolution among a variety of functional areas and provides subject matter expertise support for diagnosing and resolving problems
Recommends and may implement software or hardware changes to rectify problems or address improvement opportunities
Forecasts utilization patterns and identifies modification or upgrades
Determines the required course of action to improve performance and escalates when appropriate
Develops scripted solutions and automation
Coordinates development activities with other groups
Recommends changes/enhancements for improved systems availability, reliability and performance
What you need:
Bachelor's degree in computer science, software engineering or a related field
5-8 years of Software Engineering experience
2-4 years of experience with infrastructure as code (Terraform, helm, ansible, etc.)
Experience with cloud providers. Azure experience is necessary, but AWS understanding is desired.
Deep understanding of Linux operating systems and containerization. We use Kubernetes and a variety of containerization technologies.
Strong understanding of networking, especially in a Kubernetes context. Passionate about security. Our robots interact in the real world and it is imperative that they cannot be used maliciously.
Experience instrumenting applications in a microservice architecture. Familiarity with tracing frameworks, USE and RED methods, and log processing.
Programming experience. We love Golang and Python. We also use C++, Rust, and Javascript/Typescript. You don't have to know all of them, but should be excited to work with them!
A passion for robotics, automation and technology
Things that make a difference:
Master's or Ph.D degree in computer science, software engineering or a related field.
Familiarity with service mesh technologies like Linkerd and Istio.
Physical Demands:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Essential functions may require maintaining the physical condition necessary for sitting, walking or standing for periods of time; operating a computer and keyboard; talk and hear at normal room levels; using hands to finger, grasp, and feel; repetitive motion; close visual acuity to prepare and analyze data and figures; transcribing; viewing a computer terminal; extensive reading; lift, push, carry, or pull up to 10 pounds.

Work Environment:

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. The noise level in the work environment is usually quiet to moderate. Employee is exposed to the typical office environment with computers, printers and telephones.",3.5,"Brain Corp
3.5","San Diego, CA",-1,201 to 500 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
91,Software Development Engineer - Distributed Database Engine,"$78k-$152k
(Glassdoor Est.)","Join our team and experience Workday!

It's fun to work in a company where people truly believe in what they're doing. At Workday, we're committed to bringing passion and customer focus to the business of enterprise applications. We work hard, and we're serious about what we do. But we like to have a good time, too. In fact, we run our company with that principle in mind every day: One of our core values is fun.

Job Description

Join our team and experience Workday!

At Workday, we're committed to bringing passion and customer focus to the business of enterprise applications. We are laser focused on building the next great data analytics technologies. If you join us, you can expect to work with talented, driven, creative and results-oriented co-workers who also bring joy and balance to their work in a fast paced environment. We have assembled a uniquely diverse engineering team with experience ranging from academic and industrial research to building and delivering cutting-edge software. We are building desktop-class web applications that operate at the intersection of distributed systems, high-performance analytics, HCI and computer graphics. It's fun to work in a company where people truly believe in what they're doing.

The Role

As part of Workday’s Analytics team, you will be responsible for building, enhancing and extending our large scale distributed data processing engines in the cloud. You will work with a top-notch team to architect and build features in our distributed SQL ingestion, query and transaction processing engines. You will be responsible for developing algorithms and techniques for supporting fast, efficient queries and transactions in a multi-tenanted cloud environment over large scale semi-structured and structured data.

About You

You are an engineer who is passionate about data management and distributed data processing frameworks and algorithms. Performance, scalability and reliability of these algorithms are not an afterthought for you. You take pride in building algorithms that are not only scalable and efficient but also require no tuning. You think and code in terms of well defined abstractions, relational algebra and operators. You take pride in building high performance infrastructure and platforms that are capable of processing large volumes of data while ensuring simplicity. You enjoy coming up with novel solutions and can clearly articulate the value to the stakeholders. You also excel in the ability to juggle priorities and make the right tradeoffs in feature content and timely delivery of features while ensuring customer success.

You can make all of this happen using Scala, Java, Spark and related Hadoop technologies.

Required Skills
Industry experience building and delivering high-performance data processing engines.
Excellent coding skills, Java, Scala, and Linux expertise
Expertise in distributed systems
Background in database internals, query processing, and distributed systems
Good grasp of SQL and distributed data processing engines
You have a BS in Computer Science with 5 years of experience, MS in Computer Science with 2 years of experience or a PhD in relevant area.
Tags: Java, Scala, Spark, Hadoop, Cloud, Database Internals, Distributed Systems, Query Engine, Database Engine, Data Integration Platforms",4.0,"Workday
4.0","Pleasanton, CA",-1,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),-1
92,"Software Engineer, Product",-1,"We're looking for people who care deeply about customers and are passionate about building products that improve the way millions of teams work together.

As a member of the team developing the software of a product-led company, you won't just code — you will be an integral part of the entire product development process, from conception to post-launch reflection. Asana is helping teams in 195 countries become significantly more productive with our leading work management platform. You will be manifesting continuous improvements of their experience and helping us achieve our mission to enable all teams to work together effortlessly.

Asana's Product Engineering team works closely with Product and Data Science teams to develop iterations and new features of our platform. The team does full stack work on all parts of the platform, from the core of a feature to the UI displaying it. We're looking for outstanding people anywhere to help us innovate and scale, and we offer relocation.

What you'll achieve
You may work on architecting product tours with React or on transcending UI design tradeoffs; often you'll work on both in the same day
Participate in every step of the product development process with an open and curious team
Develop clean, beautiful code and leave it better than you found it
Experience growth and development by being paired with a mentor who will support and guide you through opportunities to stretch and learn
About you
Bachelor's degree in Computer Sciences or equivalent field
2+ years of experience working within large, well maintained codebases
Excellent communication skills for collaborating with other teams
Sound judgment when balancing moving quickly with producing quality code and long-term code maintainability
Passionate about creating a superlative user experience and attentive to details
Appreciate productivity and care deeply about helping teams collaborate more effectively and efficiently, including your own
Excited to be a part of an inclusive culture where everyone brings their whole selves to work
About us
Asana helps teams orchestrate their work, from small projects to strategic initiatives. More than 75,000 organizations and millions of users rely on Asana, including AirAsia, AllBirds, Grab, KLM Air France, Kohl's, Sephora, Traveloka, and Viessmann. Asana has been named a Top 5 Best Workplace and the #1 Best Workplace in the Bay Area by Fortune three years in a row, and one of Glassdoor's and Inc.'s Best Places to Work. With nine global offices, including a San Francisco headquarters and flagship offices in Dublin, New York, Sydney, and Tokyo, Asana is always looking for curious, collaborative, and mission-driven people to help us enable the world's teams to work together effortlessly.

Our goal is to ensure that Asana upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We welcome applicants of any educational background, gender identity and expression, sexual orientation, religion, ethnicity, age, citizenship, socioeconomic status, disability, and veteran status, and we'd love to learn about what you can add to our team.",4.9,"Asana
4.9","San Francisco, CA",-1,501 to 1000 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
93,Lead Software Engineer - Backend,"$107k-$164k
(Glassdoor Est.)","Are you interested in being on the cutting edge of software development? Do you want to push the boundaries of learning with new technologies? Here at Strivr, we're at the intersection of technology, science, business, and sports. We offer an end to end, VR/CG/AR-based immersive learning platform that changes the way people around the world train, learn, and perform.

As a Lead Backend Engineer within the Content Creation and Management group, you will have the independence, opportunity, and the end-to-end responsibility of building our next-generation platform. This platform consists of a suite of products that allows users to create, manage, and distribute immersive content. Our engineering team takes pride in building secure, enterprise-grade services with high reliability and solid monitoring systems.

Your responsibilities:
Architect, design, and implement backend systems to enable the content Creation and Content Management
Evaluate the current architecture, determine the risks and opportunities, and come up with a proposal for mitigation and improvements
Incorporate security, performance, reliability, and monitoring features into everything you build
Collaborate with product managers, designers, and backend and front end engineering to conceptualize and build new features for our users
Be a visible technical leader. Mentor and coach other engineers on the team
Minimum Qualifications:
5+ years of software engineering experience, specifically with Cloud (PaaS, SaaS) services and solutions
Proficient in C#, Java, or similar programming language
Experience with development of RESTful services and distributed systems
Bachelors in Computer Science or related field or equivalent experience
Deep understanding of Computer Science fundamentals such as data structures, algorithms, distributed systems, and programming languages
Preferred Qualifications:
Experience building platforms for client applications running on Web, Desktop, and Mobile
Experience working with cloud technologies, such as Google Cloud, AWS, or Azure, including Kubernetes or Docker
Familiar with frontend technologies like React, Javascript, and CSS
M.S Degree in Computer Science, Engineering, or equivalent
About Strivr:

Strivr was founded in 2015 out of Stanford University’s Virtual Human Interaction Lab, using the football field as our proving ground. Since then, we have quickly expanded from the athlete to the enterprise, partnering with leading Fortune 500 companies including Walmart, Verizon and Fidelity to innovate and elevate employee development. Strivr was recognized by Fast Company as one of the Most Innovative Companies of 2019 and 2020 and Inc. magazine called us one of the Best Workplaces for 2019

About our Engineering Team:

At Strivr, our engineering teams develop immersive experience software and a cloud-based software platform that powers the creation, management, and experience of immersive learning with a unique level of insights and predictive analytics. The platform is scalable, secure, and compliant which is critical to making our customers and users successful on our platform. The engineering team is distributed and located in offices in Seattle and Palo Alto. In addition to the five company values of teamwork, grit, transparency, impact, and passion, we index on strong communication skills, a growth mindset, responsibility and ownership, and a collaborative and respectful work culture.",4.5,"Strivr
4.5","Palo Alto, CA",-1,51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
94,"Sr Software Engineer, Data","$101k-$199k
(Glassdoor Est.)","DESCRIPTION


Ring, self-directed Senior Software Engineer to design and implement robust, scalable, cloud-based data processing systems As
a senior member of our data team, you will assess and recommend architecture frameworks, design and implement proprietary high-performance solutions, define data ingestion and publication API’s, and contribute to the technical vision of our data processing infrastructure. If you are passionate about data and new technology, eager to seek challenging and innovative opportunities, and motivated to deliver the best customer experience, then our team is the perfect fit for you.

Responsibilities
· Work with engineering and business stakeholders to understand data requirements
· Help shape the growth of transformative in-house big data resources and capabilities
· Drive design, model, implement, and operate large, evolving, structured and unstructured datasets
· Evaluate and implement efficient distributed storage and query techniques
· Interact and integrate with internal and external teams and systems to extract, transform, and load data from a wide variety of sources
· Implement secure and auditable data infrastructure as required
· Train users on data capabilities and best practices
BASIC QUALIFICATIONS


· Bachelor’s degree in Computer Science or a related field
· 5+ years of experience in Software Engineering / Data Engineering / Data Warehousing roles working in high traffic, fault tolerant, and highly available environments
· 5+ years experience with SQL skills
· 5+ years experience with Big Data Technologies (Hadoop, Hive, Hbase, Pig, Spark, etc.)
· 2+ years of experience with Streaming platforms like Kafka or Kinesis
· 2+ years of experience with Elasticsearch, Logstash, Splunk or similar technologies
· 2+ years of experience with Scala, Golang, Python, Java, Ruby or a similar programming language
PREFERRED QUALIFICATIONS


· Experience implementing solutions to comply with GDPR and/or other Data Privacy regulations
· Experience designing and implementing Data Governance programs
· Experience with AWS
· Experience integrating NoSQL alongside RDBMS such as Postgres or MySQL in a multi-tiered, globally replicated environment
· Having planned and/or participated in terabyte-scale data migrations

About Ring

Ring's mission is to make neighborhoods safer by creating a Ring of Security around homes and communities with its suite of home security products and services. The Ring product line, along with the Ring Neighbors app, enable Ring to offer affordable, complete, proactive home and neighborhood security in a way no other company has before. In fact, two Newark, NJ neighborhoods saw an over 50 percent decrease in home break-ins after Ring Video Doorbells and Spotlight Cams were installed on 11% of homes in the communities from April-July 2018 when compared to the same time period in 2017. Ring is an Amazon company. For more information, visit www.ring.com. With Ring, you’re always home.

Ring LLC is proud to be an equal opportunity employer and provides equal employment opportunities (EEO) to all employees and applicants without regard to race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, gender identity or genetics.",3.0,"Ring
3.0","Hawthorne, CA",-1,1001 to 5000 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
95,"Engineering Manager, Risk & Fraud (Data)","$129k-$210k
(Glassdoor Est.)","About the company

Robinhood is democratizing finance for all. With customers at the heart of our decisions, Robinhood is lowering barriers, removing fees, and providing greater access to financial information. Together, we are building products and services that help create a financial system everyone can participate in.

Robinhood is a fast-growing company and was recognized as a CNBC Disruptor 50 and a LinkedIn Top Startup in 2019. We're continuing to grow and are looking for incredible talent that can help us achieve our mission.

Robinhood is headquartered in Menlo Park, California, with offices in Lake Mary, Florida, Denver, Colorado and the UK.

About the role

Insights from data power most decisions at Robinhood and our company trajectory is defined by the systems, tools, and analytics powered by this exceptional team. As a manager of the Risk and Fraud team you would work with engineers, product managers and operations teams across the company to identify the biggest areas of Risk for this team to work on. In addition to this, you will help grow the Risk and Fraud team by hiring top talent from across the industry.

Your day-to-day will involve:
Collaborate with different teams across the company including data infrastructure, product, growth, fraud operations, risk and compliance.
Identify the biggest risks to Robinhood and work with your team to understand and mitigate these risks.
Manage a team of engineers, data analysts and data scientists which includes planning and prioritizing projects, conducting 1-1s with your direct reports and providing directions to unblock tasks. You would help your direct reports grow in their career by providing actionable feedback and impactful problems to work on.
Some things we consider critical for this role:
3+ years of engineering management experience
Have the passion and drive to apply engineer and data science skills to solving complex business problems
Have domain expertise in the risk and fraud space
Technical proficiency to understand and contribute to the design and implementation of projects and ideas
Can partner with other leads from engineering, product, operations and compliance to craft a roadmap and measures of success
Demonstrable ability to identify, hire and retain top talent from the industry and leading graduate programs
Bonus points:
Strong presentation and public speaking skills
3+ years of experience in managing a world class Risk and Fraud team
Feeling ready to give 100% to democratizing finance for all? We'd love to have you apply, even if you feel unsure about whether you meet every single requirement in this posting. At Robinhood, we're looking for people invigorated by our mission, not just those who simply check off all the boxes.",4.7,"Robinhood
4.7","Menlo Park, CA",-1,1001 to 5000 Employees,2013,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable,-1
96,Sr. Ruby/RoR Software Engineer,"$58k-$117k
(Glassdoor Est.)","At Housecall Pro, we are focused on making the lives of service professionals better by helping them to incorporate technology into their daily workflow. We are the operating system for service labor across the US and Canada.

We're looking for a Senior Software Engineer to work on advanced projects on our flagship Ruby/RoR application. You will be responsible for the development and refinement of new features across our product line. Your primary focus will be to work directly with the product management team to conceive, develop, and refine our core web applications and deliver outstanding experiences and value to our customers. You will work in an iterative, data driven environment to refine the application. Your leadership skills will be important in mentoring junior teammates and conducting rigorous code reviews across the teams you work with. A strong commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential. Your customer-centric focus is critical for our and our customers' success.

Our Engineering team is extraordinary. We're a hardworking and focused team driven to deliver industry-leading apps to our service professional customers. Our success is their success. Our team of entrepreneurial, enthusiastic and client-focused team members are the ""engine room"" of Housecall Pro, helping our customers operate and grow their businesses.

Responsibilities:
Design, develop and deploy features for Housecall Pro's core Ruby/RoR applications
Ensure the performance, quality, and responsiveness of applications
Work with product management to refine initial concepts features that deliver customer delight
Build and execute a high velocity of smart, highly performant server side A/B tests to increase business metrics
Stay up to date with new Growth and Personalization tools
Identify and correct bottlenecks and fix bugs
Develop and maintain code quality standards and enforce them across the team
Continually introduce architectural improvements and refactorings to the code baseline
Write automated tests at the appropriate architectural level
Conduct code reviews and architectural reviews for features developed by other members of the team
Lead feature teams in their weekly iterations
Maintain and improve our continuous integration and development environments
Core Qualifications:
Ability to work at a fast pace with a drive to quickly deliver value to our customers
BS, MS or Ph.D in a computer science / computer engineering program
3-10 years industry experience developing commercial Ruby/RoR applications
1-2 years experience leading teams and performing code reviews
Advanced knowledge of Ruby/RoR
Data Driven
Attention to detail and an eye for design
Familiarity with ReSTful APIs used to connect our Android, iOS, and Javascript applications to the web application
Experience with performance and memory tuning with tools
Proficient understanding of Git
Strong proficiency with continuous integration/continuous deployment
Experience with Kotlin a plus
Experience with Swift a plus
Experience with Javascript/React a plus
Experience with MaterialUI a plus
Housecall Pro is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to gender, race, religion, national origin, ethnicity, disability, gender identity/expression, sexual orientation, veteran or military status, or any other category protected under the law. Housecall Pro is an equal opportunity employer; committed to a community of inclusion, and an environment free from discrimination, harassment, and retaliation.",4.6,"Housecall Pro
4.6","San Diego, CA",-1,51 to 200 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
97,Senior Civil Engineer,-1,"Job Title: Senior Civil Engineer
About the Role*
Pasadena based Engineering & Design firm leading the energy transition for Fortune 500 companies is seeking a Licensed Senior Civil Engineer with growth opportunity to an Associate/Principle who has a minimum of 10 years’ experience in design, project management and business development to lead our alternative fuels civil engineering team. This is a key role which requires a self-starter to engage in heavy production and management, workload scheduling and coordinating with Project Managers on fast paced projects.

(Applicants from outside staffing agencies will not be considered)
Design Engineering – 75%*
Develops standard or special designs, plans, specifications, and specific job procedures for projects, when applicable.
Develops and accurately completes LID, WQMP, Hydrology Reports, SWPPP, Cost Estimates, and NOI plans and applications.
Prepares design calculations; checks and reviews plans, drawings, specifications, and reports
Designs Conceptual, Preliminary, and Construction Document level Site Plan.
Designs Site Drainage/Stormwater, Utility plan - Sanitary Sewer Service and Water Service, Demolition and Erosion Control plan.
Generates Entitlement and Construction Document document submittal requirments.
Actively manages design coordination with outside consultants (survey,landscape, structual engineer, and MEP).
Determines the need for basic data such as field surveys, location of utilities, soil tests, and requests/obtains information through appropriate channels.
Performs QA/QC, reviews calculations, designs, evaluations and specifications developed by design staff for accuracy and completeness on all documents within the purview of the civil engineering team.
Advises company clients, outside consultants, and AHJ’s on civil engineering matters
As needed, performs difficult research, investigation, and design work.
Management – 25%*
Ability to receive assignments in general terms and plan, layout, and direct the work of a group of engineers on a variety of problems
Schedules, coordinates and attends meetings with project teams, client and/or review agencies, and ensures that timely and appropriate documents (exhibits, progress prints, backup data, etc.) required for the meetings are prepared.
Administers major contracts with consultants/contractors for studies, and design projects
*Team Management: *
Provides hands-on direction and coordinate the work of a unit with a general program or a specific problem; identifying potential design and scheduling issues and implementing cost-effective solutions, managing and evaluating both direct reports and outside consultants (civil, survey, landscape, Geotech, etc.).
Maintains work schedules for direct reports and provides direct supervision of team in accordance with the company’s policies and applicable laws.
Accountabilities*
Accountable for all Fiedler Group Civil Engineering design activities, including consultant design activities, as well as the accuracy, cost controls, budget, reporting, and timeliness of all assigned projects and related client management.
Accountable for the quality and accuracy of all Civil Engineering project deliverables, exhibits and documents.
Responsible for plan check requirements and ensuring compliance with green book, building codes and regulations.
Skills Required: *
Technical Skills:
Knowledge of the principles and practices of civil engineering; civil engineering methods and practices used in the preparation of designs, plans, specifications, estimates, and reports; the principles and techniques of drafting and mapping; field engineering methods.
Skilled in interpreting specifications, plans, and drawings; field engineering methods; finding engineering information sources; making accurate engineering computations.
Ability to understand technical engineering questions and provide accurate information;
Software Skills
Proficient with AutoCAD Civil 3D (i.e. feature lines, surfaces, grading labels, earthwork, and profiles)
Proficient with Autoturn CAD software– truck route design and analysis.
Proficient with Microsoft Excel.
Other skills:
A strong sense of urgency, ability to multi-task competing priorities and still be precise, accurate, detail oriented, and quality driven.
Strong time management and organizational skills with an emphasis on accuracy;
Excellent verbal and written communication skills;
Education and Experience: *
Required: Civil P.E. License in California
Required: BS or MS Civil Engineering from an accredited university
Required: 6 to 10 years of related progressive experience in management and responsibilities; with a minimum 5 years of experience in supervision and development of LID, WQMP, Hydrology Reports, SWPPP, Cost Estimates, and NOI plans
Preferred: Certificates in Qualified Storm Water Pollution Prevention Plan (SWPPP) Developer, Qualified SWPPP Practitioner
Preferred: multi-site project coordination with various disciplines
Preferred: Experience in fuel at UST (underground storage tanks)
Compensation*:

This is a Full Time, Exempt position. Salary commensurate with experience.
Benefits & Perks: *
At Fiedler Group, we pride ourselves on the team atmosphere we have built and believe that a positive work environment not only fuels creativity and drive, but also provides a collaborative environment that fosters individual learning and growth. Therefore, we have developed the benefits package below to enhance our employees' overall employment experience.

Our benefits include:
95% paid Medical (HMO & PPO), 90% paid Dental
100% paid Vision, LTD, Life Insurance
Flexible Spending Account
Health and Wellness Benefit
401(k) Plan with immediate vesting and company matching
Discretionary Bonuses
Tiered Paid Time Off (PTO) starting at 15 days/year
PTO Cash Out Option
9 Paid Holidays
Holiday Get-Togethers & Firm-wide celebrations and events
Training and Educational Opportunities
Job Type: Full-time

Experience:
supervision and development of LID, WQMP, Hydrology Reports,: 5 years (Required)
Civil Engineering: 10 years (Preferred)
License:
California Civil Engineer Professional (Preferred)
Application Question:
What are your salary expectations?
Work Location:
One location",2.4,"Fiedler Group
2.4",California,-1,1 to 50 Employees,-1,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1
98,"Site Reliability Engineer II, (Infrastructure Team)","$63k-$101k
(Glassdoor Est.)","BigCommerce is disrupting the e-commerce industry as the SaaS leader for fast- growing, mid-market businesses. We enable our customers to build intuitive and engaging stores at a fraction of the cost to support every stage of their growth.

Our SRE team is made up of talented and enthusiastic individuals who have a huge amount of experience in the running, managing and scaling of large scale web operations and systems administration. The team works closely with the rest of our Engineering organization to ensure that the platform powering BigCommerce remains reliable, performant and secure, 24x7.

We're looking for an experienced Site Reliability Engineer II who brings solid systems administration skills that are backed up by an innate understanding of software engineering, with a mindset skewed towards performance analysis, scalability and high availability.

Day to day you'll find us with our nose in the terminal, using Terraform and Puppet to manage our Debian hosts in a heterogeneous environment of Docker containers, VMs and Bare metal servers. We rely heavily on Logstash and Grafana to provide the data we need to direct our focus and attention to diagnosing and resolving performance issues across a variety of software built in PHP, Ruby, Scala (JVM) and on occasion.

We are always working to empower the BigCommerce Engineering teams and to deliver a faster and more robust platform.

What makes you tick
A software engineer with a curiosity for operations, or an operations engineer that wants to work closely with software engineers to help improve response times, scalability and availability
Someone who loves to code and enjoys working with multiple programming languages. We primarily work with PHP, Ruby and Python. Puppet manages all of our configuration
A good communicator who works well with geographically distributed teams such as ours. We are split between Sydney, Austin, and San Francisco
You're obsessive compulsive, in a good way. Your systems and scripts are clean, well-documented and comprehensible
Hates doing the same thing twice, you'd rather spend the time to automate a problem away rather than having to spend time on it again
You have a passion for learning when it comes to working with new technologies or languages
You live and breathe scalable web architectures
You're cool in a crisis and can align with others to ensure complex problems meet a timely and effective resolution
While work is a big part of your life, you strive to maintain a good balance between the office and home. The pager is an important part of your day, but you don't let it rule your life
Who you are

Our ideal candidate possesses some or all of the following skills
3-5 years experience operating, building software for or supporting large Linux based web application environments
Experience with Linux systems administration, including solid scripting skills (PHP, Python, Ruby, Perl) and Bash
Knowledge of configuration management systems such as Puppet, or Chef (we use Puppet)
Experience with popular tools for monitoring web applications (we use New Relic, Nagios, Graphite, and StatsD to name a few)
A wealth of knowledge in physical server and cloud environments
Minimum Bachelor's degree in CS, EE or MIS; or equivalent experience
Diversity & Inclusion at BigCommerce

We have the opportunity to build not only a great business, but a great company, with soul. Our beliefs and commitment to diversity and inclusion are a central part of achieving that.

Our dedication to diversity and inclusion is grounded in two things: a moral belief in the dignity, value, and potential of every individual, and a practical belief that diverse, inclusive teams will create the best outcomes for our customers, partners, employees, and company. We welcome everyone to be a part of our journey.

Current BigCommerce Employees: Please use the internal job board to apply for openings.

#LI-GC1",4.1,"BigCommerce
4.1","San Francisco, CA",-1,501 to 1000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
99,"Staff Engineer and Manager, Digital Design","$75k-$147k
(Glassdoor Est.)","pSemi Corporation is a Murata company driving semiconductor integration. pSemi builds on Peregrine Semiconductor’s 30-year legacy of technology advancements and strong IP portfolio but with a new mission—to enhance Murata’s world-class capabilities with high-performance semiconductors. With a strong foundation in RF integration, pSemi’s product portfolio now spans power management, connected sensors, optical transceivers, antenna tuning and RF frontends. These intelligent and efficient semiconductors enable advanced modules for smartphones, base stations, personal computers, electric vehicles, data centers, IoT devices and healthcare. From headquarters in San Diego and offices around the world, pSemi’s team explores new ways to make electronics for the connected world smaller, thinner, faster and better.

Job Summary

Seeking a digital design engineer lead, who will report to the Director of IC Design, to grow the digital capabilities of the Power IC group, architect and lead the digital systems inside DC-DC, improve on and enforce proper design methodologies and manage a small group of designers. This position has 1 direct report and can be located in San Diego, CA or Burlington, MA.

Roles & Responsibilities

This position has responsibility for:
Product Definition: work with marketing and analog engineers to define digital architectures
Product Design and Evaluation
Manage external contractors as required
Product Documentation: Document all relevant product and design information to educate others on novel design techniques and provide guidance on product usage
Act as a mentor and provide guidance to junior engineers
Team and project management
Participate in interviewing prospective candidates
Competency Requirements

In order to perform the job successfully, an individual should demonstrate the following competencies:
Displaying Technical Expertise: Keeps his/her technical skills current; effectively applies specialized knowledge and skills to perform work tasks; understands and masters the technical skills, knowledge, and tasks associated with his/her job; shares technical expertise with others
Delegating Responsibility: Provides people with clear objectives and allows them to take ownership for their goals; gives people a mix of tasks that challenge but do not overwhelm them; acts as a resource people can utilize to help accomplish their goals
Making Accurate Judgments and Decisions: Bases decisions on a systematic review of relevant facts and information; avoids making assumptions or rushing to judgment; provides clear rationale for decisions
Developing Plans: Clearly defines goals and the actions required to accomplish them; considers possible changes, constraints or other obstacles that might impact plans; accurately estimates time and resources need to accomplish tasks
Minimum Qualifications (Experience and Skills)
6 years of related experience in digital design inclusive but not limited to the following:
Familiarity with PMBus, SVID, SPI and/or I2C interfaces in specification, design and verification
Ability to specify, design, verify and validate high-speed logic from ground-up, extensive experience in the complete Digital ASIC design flow, frontend RTL Design, Logic Synthesis, Verification, Static Timing Analysis, DFT including Scan insertion and Functional Test Vectors
Knowledge of high-speed I/O design a strong plus
ProficienyC with Verilog, Cadence and Spice
Hands-on experience in the lab and debugging a plus
Firmware experience (C++ for linux) a plus
Demonstrated working Silicon in more than one foundry
BCD 0.18um and 0.13um experience a plus
Project management experience
System-level experience in Power Management a plus
Strong written and verbal communication skills as this role requires coordination and project management within a geographically dispersed team
Preferred Qualifications
Record of successfully releasing IC products to market
1-2 years technical lead or project management experience
Education Requirements
BS degree in Electrical Engineering
Work Environment

This job operates in a professional office environment. This role routinely uses standard office equipment.

Physical Demands

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is regularly required to talk or hear. The employee frequently is required to stand; walk; use hands to finger, handle or feel; and reach with hands and arms. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus. This position requires the ability to occasionally lift office products and supplies, up to 20 pounds.

pSemi Corporation supports a diverse workforce and is committed to a policy of equal employment opportunity for applicants and employees. pSemi does not discriminate on the basis of age, race, color, religion (including religious dress and grooming practices), sex/gender (including pregnancy, childbirth, or related medical conditions or breastfeeding), gender identity, gender expression, genetic information, national origin (including language use restrictions and possession of a driver’s license issued under Vehicle Code section 12801.9), ancestry, physical or mental disability, legally-protected medical condition, military or veteran status (including “protected veterans” under applicable affirmative action laws), marital status, sexual orientation, or any other basis protected by local, state or federal laws applicable to the Company. pSemi also prohibits discrimination based on the perception that an employee or applicant has any of those characteristics, or is associated with a person who has or is perceived as having any of those characteristics.

Note: The Peregrine Semiconductor name, Peregrine Semiconductor logo and UltraCMOS are registered trademarks and the pSemi name, pSemi logo, HaRP and DuNE are trademarks of pSemi Corporation in the U.S. and other countries. All other trademarks are the property of their respective companies. pSemi products are protected under one or more of the following U.S. Patents: http://patents.psemi.com",3.7,"pSemi
3.7","San Diego, CA",-1,501 to 1000 Employees,1990,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD),-1
